symbol,name,current_price,market_cap,pe_ratio,pb_ratio,roe,eps,book_value,beta,peg_ratio,roa,debt_to_equity,current_ratio,quick_ratio,revenue_growth,earnings_growth,operating_margin,net_margin,profit_margin,dividend_yield,volume,sector,market_cap_category,last_updated
NSE:DPABHUSHAN-EQ,D. P. ABHUSHAN LIMITED,1476.2,295240.0,16.9,1.56,15.67,,,1.17,,,1.28,,,,,,,,2.77,21937,Technology,large_cap,2025-09-28 10:50:13.686281
NSE:ARMANFIN-EQ,ARMAN FIN SERV LTD,1476.0,295200.0,21.18,2.19,18.56,,,1.31,,,0.99,,,,,,,,3.07,18789,Technology,large_cap,2025-09-28 10:50:13.959694
NSE:PIDILITIND-EQ,PIDILITE INDUSTRIES LTD,1474.8,294960.0,28.0,6.26,22.89,,,1.53,,,0.28,,,,,,,,1.93,731234,Technology,large_cap,2025-09-28 09:50:09.301285
NSE:CDSL-EQ,CENTRAL DEPO SER (I) LTD,1467.7,293540.0,12.93,2.54,17.59,,,1.22,,,1.17,,,,,,,,3.48,1537976,Technology,large_cap,2025-09-28 09:31:17.798331
NSE:CIGNITITEC-EQ,CIGNITI TECHNOLOGIES LTD,1461.8,292360.0,37.89,2.9,16.66,,,1.27,,,0.33,,,,,,,,1.75,39077,Technology,large_cap,2025-09-28 08:30:24.330887
NSE:VENKEYS-EQ,VENKY S (INDIA) LIMITED,1460.9,292180.0,16.51,1.44,13.72,,,1.32,,,1.21,,,,,,,,2.13,11403,Technology,large_cap,2025-09-28 10:50:14.781026
NSE:ACCELYA-EQ,ACCELYA SOLN INDIA LTD,1452.4,290480.0,15.28,1.38,16.77,,,1.21,,,0.77,,,,,,,,2.09,26094,Technology,large_cap,2025-09-28 10:50:13.246999
NSE:SJS-EQ,SJS ENTERPRISES LIMITED,1451.7,290340.0,11.2,1.95,15.57,,,1.13,,,0.88,,,,,,,,3.18,291441,Technology,large_cap,2025-09-28 08:29:52.304080
NSE:WABAG-EQ,VA TECH WABAG LTD,1451.6,290320.0,10.89,1.74,12.81,,,1.1,,,0.77,,,,,,,,3.04,196570,Technology,large_cap,2025-09-28 08:29:54.948701
NSE:INFY-EQ,INFOSYS LIMITED,1448.9,289780.0,11.64,2.37,18.12,,,1.04,,,0.7,,,,,,,,2.28,8597058,Technology,large_cap,2025-09-28 09:09:02.543052
NSE:FOSECOIND-EQ,FOSECO INDIA LTD,5786.5,289325.0,26.57,4.89,23.57,,,1.04,,,1.76,,,,,,,,4.89,3999,Technology,large_cap,2025-09-28 10:50:15.721689
NSE:PIXTRANS-EQ,PIX TRANSMISSIONS LIMITED,1437.9,287580.0,9.95,1.45,12.51,,,1.47,,,1.16,,,,,,,,2.26,11209,Technology,large_cap,2025-09-28 10:50:14.802628
NSE:SANSERA-EQ,SANSERA ENGINEERING LTD,1433.0,286600.0,18.47,2.38,18.68,,,1.39,,,1.19,,,,,,,,3.4,104555,Technology,large_cap,2025-09-28 08:30:21.647006
NSE:ZOTA-EQ,ZOTA HEALTH CARE LIMITED,1429.8,285960.0,12.39,2.42,17.57,,,1.23,,,0.69,,,,,,,,3.4,58888,Technology,large_cap,2025-09-28 08:30:23.111489
NSE:VINDHYATEL-EQ,VINDHYA TELELINKS LTD,1428.3,285660.0,15.77,2.43,16.78,,,1.08,,,1.31,,,,,,,,3.29,8417,Technology,large_cap,2025-09-28 10:50:15.058177
NSE:DIVISLAB-EQ,DIVI S LABORATORIES LTD,5689.5,284475.0,10.65,2.26,12.3,,,1.02,,,1.16,,,,,,,,2.88,672699,Technology,large_cap,2025-09-28 09:53:04.065348
NSE:AMBIKCO-EQ,AMBIKA COTTON MILL LTD.,1420.7,284140.0,18.07,1.52,17.91,,,1.09,,,1.15,,,,,,,,3.19,6399,Technology,large_cap,2025-09-28 10:50:15.324196
NSE:BLUEDART-EQ,BLUE DART EXPRESS LTD,5673.5,283675.0,12.01,2.4,11.92,,,1.25,,,1.1,,,,,,,,2.77,6800,Technology,large_cap,2025-09-28 10:50:15.287670
NSE:DHUNINV-EQ,DHUNSERI INVESTMENTS LTD,1417.6,283520.0,15.26,2.19,13.36,,,1.25,,,1.04,,,,,,,,3.46,1589,Technology,large_cap,2025-09-28 10:53:22.537363
NSE:BALAMINES-EQ,BALAJI AMINES LIMITED,1411.4,282280.0,11.86,1.95,16.23,,,1.3,,,0.72,,,,,,,,2.45,57535,Technology,large_cap,2025-09-28 08:30:23.175593
NSE:TECHM-EQ,TECH MAHINDRA LIMITED,1407.7,281540.0,18.31,1.88,17.31,,,1.33,,,0.96,,,,,,,,2.14,1851067,Technology,large_cap,2025-09-28 09:28:49.788200
NSE:LGBBROSLTD-EQ,LG BALAKRISHNAN & BROS,1406.4,281280.0,16.81,1.65,17.43,,,1.3,,,0.69,,,,,,,,2.2,35665,Technology,large_cap,2025-09-28 08:30:24.665970
NSE:HDFCAMC-EQ,HDFC AMC LIMITED,5621.0,281050.0,14.71,2.07,17.66,,,1.48,,,0.6,,,,,,,,2.26,222206,Technology,large_cap,2025-09-28 08:29:54.137172
NSE:MANORAMA-EQ,MANORAMA INDUSTRIES LTD,1404.9,280980.0,17.81,2.7,14.81,,,1.41,,,0.88,,,,,,,,2.7,98100,Technology,large_cap,2025-09-28 08:30:21.833926
NSE:SUDARSCHEM-EQ,SUDARSHAN CHEMICAL INDS L,1399.6,279920.0,21.49,2.44,12.74,,,1.36,,,0.94,,,,,,,,3.04,151647,Technology,large_cap,2025-09-28 08:29:56.707733
NSE:HCLTECH-EQ,HCL TECHNOLOGIES LTD,1395.3,279060.0,16.48,2.25,13.22,,,1.01,,,0.67,,,,,,,,2.23,2568054,Technology,large_cap,2025-09-28 09:22:22.053467
NSE:ADANIPORTS-EQ,ADANI PORT & SEZ LTD,1392.0,278400.0,20.25,1.58,16.53,,,1.39,,,0.62,,,,,,,,3.23,1899079,Technology,large_cap,2025-09-28 09:27:50.652875
NSE:SASKEN-EQ,SASKEN TECHNOLOGIES LTD,1390.3,278060.0,12.58,1.11,12.36,,,1.37,,,1.21,,,,,,,,2.32,17596,Technology,large_cap,2025-09-28 10:50:14.042488
NSE:INDIGO-EQ,INTERGLOBE AVIATION LTD,5561.0,278050.0,17.97,2.04,13.12,,,1.08,,,0.86,,,,,,,,3.42,896954,Technology,large_cap,2025-09-28 09:43:48.913982
NSE:NGLFINE-EQ,NGL FINE CHEM LIMITED,1388.5,277700.0,17.78,2.69,14.78,,,1.34,,,0.88,,,,,,,,2.69,1620,Technology,large_cap,2025-09-28 10:53:22.531199
NSE:NIBE-EQ,NIBE LIMITED,1378.9,275780.0,13.31,1.33,17.17,,,1.2,,,1.01,,,,,,,,2.87,98371,Technology,large_cap,2025-09-28 08:30:21.820597
NSE:RELIANCE-EQ,RELIANCE INDUSTRIES LTD,1377.6,275520.0,15.17,2.33,13.38,,,1.06,,,0.67,,,,,,,,2.5,9879109,Technology,large_cap,2025-09-28 09:07:54.798502
NSE:CREDITACC-EQ,CREDITACCESS GRAMEEN LTD,1377.5,275500.0,36.4,5.57,22.04,,,1.22,,,0.29,,,,,,,,1.01,322484,Technology,large_cap,2025-09-28 08:29:51.798901
NSE:SPECTRUM-EQ,SPECTRUM ELECTRIC IND LTD,1373.9,274780.0,12.08,1.71,19.15,,,1.05,,,0.98,,,,,,,,3.21,2181,Technology,large_cap,2025-09-28 10:53:22.479089
NSE:ASTRAL-EQ,ASTRAL LIMITED,1373.8,274760.0,15.13,1.65,14.6,,,1.42,,,1.29,,,,,,,,2.59,376171,Technology,large_cap,2025-09-28 08:29:50.527187
NSE:EBBETF0431-EQ,EDELAMC - EBBETF0431,1373.7,274740.0,20.86,1.37,14.72,,,1.07,,,0.57,,,,,,,,2.71,3369,Technology,large_cap,2025-09-28 10:50:15.846232
NSE:IPCALAB-EQ,IPCA LABORATORIES LTD,1371.2,274240.0,18.73,2.29,16.54,,,1.42,,,1.29,,,,,,,,2.83,339048,Technology,large_cap,2025-09-28 08:29:51.467235
NSE:NESCO-EQ,NESCO LTD.,1369.2,273840.0,16.26,2.26,11.98,,,1.33,,,1.03,,,,,,,,3.29,107012,Technology,large_cap,2025-09-28 08:30:21.595976
NSE:RAINBOW-EQ,RAINBOW CHILDRENS MED LTD,1361.8,272360.0,21.6,1.57,17.02,,,1.29,,,0.67,,,,,,,,2.32,175452,Technology,large_cap,2025-09-28 08:29:55.869578
NSE:APOLSINHOT-EQ,APOLLO SINDOORI HOTEL LTD,1360.1,272020.0,15.11,1.16,17.57,,,1.21,,,1.29,,,,,,,,2.49,364,Technology,large_cap,2025-09-28 10:53:22.671649
NSE:ICICIBANK-EQ,ICICI BANK LTD.,1359.6,271920.0,15.95,1.56,13.66,,,1.12,,,0.74,,,,,,,,2.22,18342280,Technology,large_cap,2025-09-28 10:44:46.888606
NSE:ALKEM-EQ,ALKEM LABORATORIES LTD.,5433.0,271650.0,25.87,4.72,22.87,,,1.48,,,1.69,,,,,,,,4.72,181521,Technology,large_cap,2025-09-28 08:29:55.275173
NSE:ACUTAAS-EQ,ACUTAAS CHEMICALS LIMITED,1358.1,271620.0,11.38,2.29,17.88,,,1.26,,,0.9,,,,,,,,2.51,405895,Technology,large_cap,2025-09-28 08:29:49.401701
NSE:VADILALIND-EQ,VADILAL INDUSTRIES LTD,5428.0,271400.0,10.96,1.98,14.13,,,1.33,,,0.89,,,,,,,,2.7,12742,Technology,large_cap,2025-09-28 10:50:14.586327
NSE:VOLTAS-EQ,VOLTAS LTD,1340.2,268040.0,10.85,2.62,13.65,,,1.1,,,0.6,,,,,,,,2.17,1100967,Technology,large_cap,2025-09-28 09:38:51.655879
NSE:WOCKPHARMA-EQ,WOCKHARDT LIMITED,1336.5,267300.0,28.2,3.14,16.16,,,1.01,,,0.48,,,,,,,,1.83,2324337,Technology,large_cap,2025-09-28 09:23:53.065311
NSE:TRAVELFOOD-EQ,TRAVEL FOOD SERVICES LTD,1335.7,267140.0,20.67,2.08,12.06,,,1.04,,,0.88,,,,,,,,3.07,84808,Technology,large_cap,2025-09-28 08:30:22.193572
NSE:VENUSPIPES-EQ,VENUS PIPES & TUBES LTD,1332.4,266480.0,17.66,2.67,14.66,,,1.16,,,0.87,,,,,,,,2.67,98487,Technology,large_cap,2025-09-28 08:30:21.813704
NSE:HEROMOTOCO-EQ,HERO MOTOCORP LIMITED,5328.0,266400.0,11.11,1.85,17.34,,,1.36,,,1.27,,,,,,,,3.34,689941,Technology,large_cap,2025-09-28 09:52:04.008065
NSE:ROLEXRINGS-EQ,ROLEX RINGS LIMITED,1327.4,265480.0,11.74,1.81,14.81,,,1.36,,,1.1,,,,,,,,2.36,21281,Technology,large_cap,2025-09-28 10:50:13.746705
NSE:TATAELXSI-EQ,TATA ELXSI LIMITED,5303.0,265150.0,13.96,1.86,14.64,,,1.26,,,0.86,,,,,,,,2.51,155688,Technology,large_cap,2025-09-28 08:29:56.527333
NSE:PILANIINVS-EQ,PILANI INV & IND COR LTD,5270.4,263520.0,25.54,4.64,22.54,,,1.41,,,1.65,,,,,,,,4.64,2743,Technology,large_cap,2025-09-28 10:53:22.421790
NSE:DODLA-EQ,DODLA DAIRY LIMITED,1317.2,263440.0,10.63,2.13,12.7,,,1.46,,,1.23,,,,,,,,2.17,19609,Technology,large_cap,2025-09-28 10:50:13.877651
NSE:NAUKRI-EQ,INFO EDGE (I) LTD,1316.2,263240.0,10.44,2.58,17.05,,,1.21,,,1.25,,,,,,,,3.24,1236310,Technology,large_cap,2025-09-28 09:36:24.640094
NSE:UTIAMC-EQ,UTI ASSET MNGMT CO LTD,1310.9,262180.0,15.2,1.51,14.99,,,1.41,,,0.57,,,,,,,,3.45,132088,Technology,large_cap,2025-09-28 08:30:20.817612
NSE:LUXIND-EQ,LUX INDUSTRIES LIMITED,1307.6,261520.0,21.47,1.68,14.86,,,1.31,,,1.12,,,,,,,,2.05,12567,Technology,large_cap,2025-09-28 10:50:14.614122
NSE:MEDANTA-EQ,GLOBAL HEALTH LIMITED,1299.7,259940.0,10.07,2.34,14.93,,,1.43,,,0.9,,,,,,,,2.51,251410,Technology,large_cap,2025-09-28 08:29:53.292790
NSE:MALLCOM-EQ,MALLCOM (INDIA) LIMITED,1299.4,259880.0,16.84,2.38,15.3,,,1.04,,,1.11,,,,,,,,2.85,8478,Technology,large_cap,2025-09-28 10:50:15.021114
NSE:LUMAXTECH-EQ,LUMAX AUTO TECH LTD,1298.5,259700.0,9.96,2.31,16.54,,,1.36,,,0.81,,,,,,,,3.3,422628,Technology,large_cap,2025-09-28 08:29:48.874811
NSE:UNITDSPR-EQ,UNITED SPIRITS LIMITED,1297.4,259480.0,30.23,4.38,22.08,,,1.56,,,0.44,,,,,,,,1.45,733634,Technology,large_cap,2025-09-28 09:49:47.005289
NSE:ABB-EQ,ABB INDIA LIMITED,5173.4,258670.0,19.11,2.48,19.47,,,1.11,,,0.82,,,,,,,,2.81,348241,Technology,large_cap,2025-09-28 08:29:51.296658
NSE:BBETF0432-EQ,EDELAMC - BBETF0432,1288.5,257700.0,14.51,2.49,13.29,,,1.07,,,1.11,,,,,,,,2.48,5187,Technology,large_cap,2025-09-28 10:50:15.507789
NSE:EMCURE-EQ,EMCURE PHARMACEUTICALS L,1284.2,256840.0,17.41,1.25,12.1,,,1.18,,,1.02,,,,,,,,2.64,78253,Technology,large_cap,2025-09-28 08:30:22.375506
NSE:BECTORFOOD-EQ,MRS BECTORS FOOD SPE LTD,1280.7,256140.0,19.6,2.57,13.65,,,1.25,,,0.9,,,,,,,,3.35,266196,Technology,large_cap,2025-09-28 08:29:52.841655
NSE:PGIL-EQ,PEARL GLOBAL IND LIMITED,1280.5,256100.0,17.56,2.64,14.56,,,1.33,,,0.86,,,,,,,,2.64,39682,Technology,large_cap,2025-09-28 08:30:24.276270
NSE:TECHNOE-EQ,TECHNO ELEC & ENG CO. LTD,1278.2,255640.0,13.49,2.53,15.6,,,1.19,,,0.9,,,,,,,,3.29,565268,Technology,large_cap,2025-09-28 09:57:09.737524
NSE:VSTTILLERS-EQ,VST TILLERS TRACTORS LTD,5086.5,254325.0,20.24,1.16,15.53,,,1.01,,,0.6,,,,,,,,2.16,10721,Technology,large_cap,2025-09-28 10:50:14.844937
NSE:PUNJABCHEM-EQ,PUNJAB CHEM & CROP PROT L,1270.9,254180.0,12.91,2.04,18.26,,,1.01,,,0.82,,,,,,,,2.31,25159,Technology,large_cap,2025-09-28 10:50:13.344248
NSE:UNOMINDA-EQ,UNO MINDA LIMITED,1268.9,253780.0,19.17,2.58,16.67,,,1.5,,,1.2,,,,,,,,2.55,559487,Technology,large_cap,2025-09-28 09:57:19.928399
NSE:LTIM-EQ,LTIMINDTREE LIMITED,5075.0,253750.0,17.12,1.36,18.01,,,1.17,,,0.88,,,,,,,,2.64,284891,Technology,large_cap,2025-09-28 08:29:52.451027
NSE:BAYERCROP-EQ,BAYER CROPSCIENCE LTD,5049.0,252450.0,11.93,1.95,15.81,,,1.21,,,0.95,,,,,,,,2.21,25501,Technology,large_cap,2025-09-28 10:50:13.310046
NSE:CPPLUS-EQ,ADITYA INFOTECH LIMITED,1254.7,250940.0,14.48,2.28,16.23,,,1.38,,,0.69,,,,,,,,2.37,255519,Technology,large_cap,2025-09-28 08:29:53.119598
NSE:DRREDDY-EQ,DR. REDDY S LABORATORIES,1253.1,250620.0,20.15,1.42,20.57,,,1.34,,,0.9,,,,,,,,2.36,2284377,Technology,large_cap,2025-09-28 09:24:14.661772
NSE:AGIIL-EQ,AGI INFRA LIMITED,1253.1,250620.0,9.81,2.21,17.73,,,1.31,,,0.85,,,,,,,,2.83,76088,Technology,large_cap,2025-09-28 08:30:22.444048
NSE:EBBETF0433-EQ,EDELAMC - EBBETF0433,1252.23,250446.0,21.19,1.59,16.42,,,1.24,,,0.94,,,,,,,,2.19,4065,Technology,large_cap,2025-09-28 10:50:15.716137
NSE:SANATHAN-EQ,SANATHAN TEXTILES LIMITED,500.0,250000.0,15.18,1.99,13.95,,,1.38,,,0.75,,,,,,,,2.68,29892,Technology,large_cap,2025-09-28 10:50:13.014977
NSE:WELENT-EQ,WELSPUN ENTERPRISES LTD.,499.8,249900.0,10.23,1.48,12.2,,,1.41,,,1.23,,,,,,,,2.98,194311,Technology,large_cap,2025-09-28 08:29:54.982956
NSE:DABUR-EQ,DABUR INDIA LTD,499.75,249875.0,19.23,1.83,19.23,,,1.11,,,1.08,,,,,,,,2.44,3168298,Technology,large_cap,2025-09-28 09:19:30.327250
NSE:ESABINDIA-EQ,ESAB INDIA LTD,4994.0,249700.0,15.0,1.76,13.4,,,1.3,,,1.17,,,,,,,,3.2,1365,Technology,large_cap,2025-09-28 10:53:22.576929
NSE:GRINFRA-EQ,G R INFRAPROJECTS LIMITED,1248.1,249620.0,16.8,2.06,19.33,,,1.29,,,0.72,,,,,,,,2.72,23950,Technology,large_cap,2025-09-28 10:50:13.489574
NSE:IDEAFORGE-EQ,IDEAFORGE TECHNO LTD,499.0,249500.0,13.51,2.23,18.59,,,1.14,,,0.92,,,,,,,,2.43,391036,Technology,large_cap,2025-09-28 08:29:50.028416
NSE:LLOYDSME-EQ,LLOYDS METALS N ENERGY L,1246.0,249200.0,14.72,1.63,13.57,,,1.14,,,0.99,,,,,,,,2.63,237409,Technology,large_cap,2025-09-28 08:29:53.602214
NSE:TARIL-EQ,TRANS & RECTI. LTD,498.3,249150.0,11.88,1.0,18.85,,,1.49,,,1.3,,,,,,,,2.45,622270,Technology,large_cap,2025-09-28 09:54:39.355442
NSE:GNFC-EQ,GUJ NAR VAL FER & CHEM L,497.3,248650.0,14.76,1.38,12.61,,,1.06,,,0.61,,,,,,,,2.6,249761,Technology,large_cap,2025-09-28 08:29:53.321052
NSE:KPIL-EQ,KALPATARU PROJECT INT LTD,1241.3,248260.0,12.0,2.17,12.91,,,1.14,,,0.55,,,,,,,,2.8,169954,Technology,large_cap,2025-09-28 08:29:56.078374
NSE:RAMCOSYS-EQ,RAMCO SYSTEMS LTD.,496.1,248050.0,10.1,1.12,15.9,,,1.27,,,0.91,,,,,,,,2.74,111949,Technology,large_cap,2025-09-28 08:30:21.460463
NSE:BBOX-EQ,BLACK BOX LIMITED,495.8,247900.0,19.25,1.09,15.94,,,1.09,,,0.62,,,,,,,,2.48,616350,Technology,large_cap,2025-09-28 09:54:50.103637
NSE:PERSISTENT-EQ,PERSISTENT SYSTEMS LTD,4951.0,247550.0,21.01,2.27,12.02,,,1.15,,,0.71,,,,,,,,2.83,364067,Technology,large_cap,2025-09-28 08:29:50.993440
NSE:GABRIEL-EQ,GABRIEL INDIA LTD,1237.7,247540.0,17.48,2.62,14.48,,,1.38,,,0.85,,,,,,,,2.62,378070,Technology,large_cap,2025-09-28 08:29:50.481078
NSE:MGL-EQ,MAHANAGAR GAS LTD.,1237.7,247540.0,16.27,2.61,16.91,,,1.15,,,0.78,,,,,,,,3.0,200900,Technology,large_cap,2025-09-28 08:29:54.754362
NSE:BIRLACORPN-EQ,BIRLA CORPORATION LTD,1237.3,247460.0,17.84,2.46,12.12,,,1.23,,,0.92,,,,,,,,3.42,47659,Technology,large_cap,2025-09-28 08:30:23.666134
NSE:SUPRAJIT-EQ,SUPRAJIT ENGINEERING LTD,494.05,247025.0,27.47,4.49,21.48,,,1.54,,,0.35,,,,,,,,2.25,201622,Technology,large_cap,2025-09-28 08:29:54.682432
NSE:SANOFICONR-EQ,SANOFI CONS HEALTHC IND L,4940.5,247025.0,21.15,2.35,18.41,,,1.06,,,1.09,,,,,,,,2.0,7374,Technology,large_cap,2025-09-28 10:50:15.192246
NSE:TORNTPOWER-EQ,TORRENT POWER LTD,1233.3,246660.0,16.24,2.27,12.28,,,1.26,,,1.12,,,,,,,,3.49,318155,Technology,large_cap,2025-09-28 08:29:51.945831
NSE:PFIZER-EQ,PFIZER LTD,4931.0,246550.0,13.09,1.76,14.99,,,1.17,,,0.86,,,,,,,,2.64,22680,Technology,large_cap,2025-09-28 10:50:13.611718
NSE:WHIRLPOOL-EQ,WHIRLPOOL OF INDIA LTD,1232.6,246520.0,13.19,2.62,15.57,,,1.11,,,1.0,,,,,,,,3.2,53574,Technology,large_cap,2025-09-28 08:30:23.367056
NSE:KICL-EQ,KALYANI INVEST CO LTD,4917.6,245880.0,17.63,1.52,15.79,,,1.07,,,1.21,,,,,,,,2.38,2662,Technology,large_cap,2025-09-28 10:53:22.432518
NSE:AGARWALEYE-EQ,DR AGARWALS HEALTH CARE L,488.8,244400.0,9.98,1.33,19.11,,,1.5,,,1.06,,,,,,,,3.02,546873,Technology,large_cap,2025-09-28 09:58:05.291724
NSE:METROBRAND-EQ,METRO BRANDS LIMITED,1219.0,243800.0,20.95,2.38,14.73,,,1.07,,,1.2,,,,,,,,3.47,30715,Technology,large_cap,2025-09-28 10:50:12.903291
NSE:RRKABEL-EQ,R R KABEL LIMITED,1218.3,243660.0,12.35,2.51,11.98,,,1.4,,,0.93,,,,,,,,2.34,71971,Technology,large_cap,2025-09-28 08:30:22.550682
NSE:ELLEN-EQ,ELLENBARRIE INDUS GASES L,487.0,243500.0,11.56,2.28,13.71,,,1.29,,,1.31,,,,,,,,2.37,127739,Technology,large_cap,2025-09-28 08:30:20.852394
NSE:LUMAXIND-EQ,LUMAX INDUSTRIES LTD,4863.8,243190.0,19.56,1.12,13.44,,,1.28,,,0.56,,,,,,,,3.11,59107,Technology,large_cap,2025-09-28 08:30:23.076469
NSE:GULFOILLUB-EQ,GULF OIL LUB. IND. LTD.,1215.5,243100.0,15.93,1.27,17.15,,,1.31,,,0.69,,,,,,,,3.1,44149,Technology,large_cap,2025-09-28 08:30:23.850767
NSE:WEBELSOLAR-EQ,WEBSOL ENERGY SYSTEM LTD,1215.4,243080.0,19.25,2.24,19.22,,,1.13,,,1.04,,,,,,,,3.05,138917,Technology,large_cap,2025-09-28 08:29:57.190545
NSE:ELGIEQUIP-EQ,ELGI EQUIPMENTS LTD,485.95,242975.0,18.29,1.49,18.78,,,1.05,,,0.88,,,,,,,,2.3,402635,Technology,large_cap,2025-09-28 08:29:49.540348
NSE:POONAWALLA-EQ,POONAWALLA FINCORP LTD,485.25,242625.0,13.3,2.08,13.67,,,1.15,,,0.83,,,,,,,,2.21,870181,Technology,large_cap,2025-09-28 09:45:01.255386
NSE:KPITTECH-EQ,KPIT TECHNOLOGIES LIMITED,1212.8,242560.0,24.88,3.3,22.61,,,1.38,,,0.14,,,,,,,,1.35,643346,Technology,large_cap,2025-09-28 09:53:54.911825
NSE:HERITGFOOD-EQ,HERITAGE FOODS LTD,484.3,242150.0,29.1,3.11,18.3,,,1.5,,,0.22,,,,,,,,1.58,637639,Technology,large_cap,2025-09-28 09:54:11.948677
NSE:SIRCA-EQ,SIRCA PAINT INDIA LIMITED,483.75,241875.0,16.37,1.4,12.46,,,1.08,,,0.96,,,,,,,,3.45,587081,Technology,large_cap,2025-09-28 09:55:55.776746
NSE:MSTCLTD-EQ,MSTC LIMITED,483.55,241775.0,18.74,1.54,18.71,,,1.26,,,1.31,,,,,,,,2.75,283274,Technology,large_cap,2025-09-28 08:29:52.496101
NSE:SHARIABEES-EQ,NIP IND ETF SHARIAH BEES,483.51,241755.0,9.6,2.47,14.31,,,1.05,,,1.21,,,,,,,,2.03,12332,Technology,large_cap,2025-09-28 10:50:14.629323
NSE:KIRLPNU-EQ,KIRLOSKAR PNEUMATIC COM L,1206.1,241220.0,20.3,2.5,16.68,,,1.2,,,0.92,,,,,,,,2.82,41885,Technology,large_cap,2025-09-28 08:30:24.169011
NSE:ZYDUSWELL-EQ,ZYDUS WELLNESS LIMITED,482.3,241150.0,13.36,2.11,19.0,,,1.31,,,0.63,,,,,,,,2.13,372367,Technology,large_cap,2025-09-28 08:29:50.640680
NSE:RAYMONDLSL-EQ,RAYMOND LIFESTYLE LIMITED,1205.7,241140.0,17.96,1.4,18.94,,,1.3,,,1.21,,,,,,,,3.15,83735,Technology,large_cap,2025-09-28 08:30:22.246531
NSE:ORISSAMINE-EQ,ORISSA MIN DEV CO LTD,4817.1,240855.0,12.28,1.06,14.08,,,1.1,,,0.68,,,,,,,,2.39,12608,Technology,large_cap,2025-09-28 10:50:14.607829
NSE:APOLLOTYRE-EQ,APOLLO TYRES LTD,479.9,239950.0,12.5,1.44,18.53,,,1.18,,,0.9,,,,,,,,2.68,806706,Technology,large_cap,2025-09-28 09:46:54.741914
NSE:UNICHEMLAB-EQ,UNICHEM LABORATORIES LTD,478.9,239450.0,12.3,1.66,18.3,,,1.46,,,1.12,,,,,,,,2.88,12151,Technology,large_cap,2025-09-28 10:50:14.654753
NSE:TCI-EQ,TRANSPORT CORPN OF INDIA,1196.6,239320.0,17.39,2.6,14.39,,,1.21,,,0.84,,,,,,,,2.6,26348,Technology,large_cap,2025-09-28 10:50:13.218902
NSE:GODREJIND-EQ,GODREJ INDUSTRIES LTD,1195.0,239000.0,17.39,2.6,14.39,,,1.17,,,0.84,,,,,,,,2.6,113550,Technology,large_cap,2025-09-28 08:30:21.446134
NSE:ATULAUTO-EQ,ATUL AUTO LIMITED,477.9,238950.0,18.65,3.34,12.49,,,1.48,,,0.58,,,,,,,,2.52,235037,Technology,large_cap,2025-09-28 08:29:53.716863
NSE:CENTENKA-EQ,CENTURY ENKA LTD,477.15,238575.0,14.3,2.39,18.68,,,1.26,,,1.14,,,,,,,,2.38,40218,Technology,large_cap,2025-09-28 08:30:24.236146
NSE:GANECOS-EQ,GANESHA ECOSPHERE LIMITED,1192.7,238540.0,16.37,2.28,19.34,,,1.07,,,1.01,,,,,,,,3.3,22210,Technology,large_cap,2025-09-28 10:50:13.668048
NSE:SIGMA-EQ,SIGMA SOLVE LIMITED,476.15,238075.0,12.59,2.41,15.05,,,1.32,,,1.28,,,,,,,,2.9,20688,Technology,large_cap,2025-09-28 10:50:13.804944
NSE:MAMATA-EQ,MAMATA MACHINERY LIMITED,475.5,237750.0,18.94,1.49,15.44,,,1.3,,,1.13,,,,,,,,2.5,540265,Technology,large_cap,2025-09-28 09:58:16.507664
NSE:SANOFI-EQ,SANOFI INDIA LIMITED,4748.5,237425.0,9.93,1.86,16.31,,,1.25,,,1.02,,,,,,,,3.44,22998,Technology,large_cap,2025-09-28 10:50:13.584955
NSE:HLEGLAS-EQ,HLE GLASCOAT LIMITED,474.65,237325.0,21.5,2.48,12.86,,,1.29,,,0.57,,,,,,,,2.43,492877,Technology,large_cap,2025-09-28 08:29:46.287230
NSE:HAL-EQ,HINDUSTAN AERONAUTICS LTD,4736.1,236805.0,12.84,1.19,19.39,,,1.01,,,0.61,,,,,,,,2.82,1794960,Technology,large_cap,2025-09-28 09:29:34.487569
NSE:INOXINDIA-EQ,INOX INDIA LIMITED,1184.0,236800.0,13.55,1.09,17.81,,,1.41,,,0.66,,,,,,,,2.06,143741,Technology,large_cap,2025-09-28 08:29:57.023299
NSE:KAJARIACER-EQ,KAJARIA CERAMICS LTD,1182.8,236560.0,19.65,1.66,13.34,,,1.38,,,0.84,,,,,,,,2.04,68520,Technology,large_cap,2025-09-28 08:30:22.683649
NSE:DLINKINDIA-EQ,D-LINK INDIA LTD,472.55,236275.0,20.77,1.28,11.97,,,1.31,,,1.05,,,,,,,,2.24,50481,Technology,large_cap,2025-09-28 08:30:23.528617
NSE:VISHNU-EQ,VISHNU CHEMICALS LIMITED,472.45,236225.0,16.16,2.4,15.56,,,1.08,,,0.81,,,,,,,,2.29,95828,Technology,large_cap,2025-09-28 08:30:21.886046
NSE:BHARATFORG-EQ,BHARAT FORGE LTD,1181.1,236220.0,19.12,1.79,14.17,,,1.48,,,1.24,,,,,,,,2.06,705082,Technology,large_cap,2025-09-28 09:51:30.910954
